measurement,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Time(hh:mm:ss),Label
313.0,-0.043945312,-0.04901123,0.099609375,0.19847329,17.778625,-61.77099200000001,2019-09-02 23:19:36,0.0
314.0,-0.041015625,-0.04034424,0.07531738,-7.70229,1.7099236,-76.69466,2019-09-02 23:19:36,0.0
315.0,-0.04901123,-0.025146484,0.06109619,-13.267176000000001,-3.4885497,-98.25954399999999,2019-09-02 23:19:36,0.0
316.0,-0.041809082000000004,-0.028930664,0.06298828,-19.167938,-10.870229,-126.75572,2019-09-02 23:19:36,0.0
317.0,-0.021606445,-0.049621582000000004,0.07702637,-27.977097999999998,-31.709923,-161.32062,2019-09-02 23:19:36,0.0
318.0,0.014770508,-0.05444336,0.06439209,-43.656490000000005,-69.51145,-226.54199,2019-09-02 23:19:36,0.0
319.0,0.052490234000000004,-0.115112305,0.08087158,-66.381676,-71.770996,-222.96184,2019-09-02 23:19:36,0.0
320.0,0.06890869,-0.15576172,0.07196045,-14.2213745,-86.12214,-226.12212999999997,2019-09-02 23:19:36,0.0
321.0,0.06762695,-0.09039307,0.08172607400000001,2.4351146,-83.80153,-220.80152999999999,2019-09-02 23:19:36,0.0
322.0,0.06726074,-0.09503174,0.06854248,-80.76335999999999,-116.05344,-151.70993,2019-09-02 23:19:36,0.0
323.0,0.08044433599999999,-0.14782715,0.06024169999999999,-81.69466,-97.16031,-123.87023,2019-09-02 23:19:36,0.0
324.0,0.07641601599999999,-0.12805176,0.06048584,-14.9007635,-96.221375,-127.40458000000001,2019-09-02 23:19:36,0.0
325.0,0.08880615,-0.10723877,0.056762695,27.740458,-123.29771000000001,-122.64886000000001,2019-09-02 23:19:36,0.0
326.0,0.09924316400000001,-0.09637451,0.03717041,65.618324,-111.79388999999999,-124.84733,2019-09-02 23:19:36,0.0
327.0,0.10369873,-0.08087158,0.042907715,93.12214,-75.29771,-122.778625,2019-09-02 23:19:36,0.0
328.0,0.08532715,-0.07342529,0.039978027,115.35878000000001,-80.25954399999999,-124.58015400000001,2019-09-02 23:19:36,0.0
329.0,0.09918213,-0.055358887,0.04046631,131.74046,-84.12977,-128.0687,2019-09-02 23:19:36,0.0
330.0,0.10620117,-0.03643799,0.038879395,104.52672,-84.229004,-125.0229,2019-09-02 23:19:36,0.0
331.0,0.114746094,-0.032836914,0.03491211,52.84733000000001,-72.07633,-110.68701999999999,2019-09-02 23:19:36,0.0
332.0,0.1281128,-0.027709961,0.03540039,-2.519084,-62.17556999999999,-90.98473,2019-09-02 23:19:36,0.0
333.0,0.13269043,-0.024658202999999997,0.029907227,-46.10687,-44.969467,-65.87023,2019-09-02 23:19:36,0.0
334.0,0.13482666,-0.02923584,0.03479004,-70.32061,-25.312977,-41.900764,2019-09-02 23:19:36,0.0
335.0,0.13305664,-0.040893555,0.029785156,-69.137405,-17.145039,-19.992367,2019-09-02 23:19:36,0.0
336.0,0.12609863,-0.033996582000000004,0.045654297,-52.137405,-4.633588,0.259542,2019-09-02 23:19:36,0.0
337.0,0.13049316,-0.0390625,0.040893555,-18.816793,-8.824428,14.961832000000001,2019-09-02 23:19:36,0.0
338.0,0.1494751,-0.043762207000000004,0.042053223,18.687023,-27.725191,15.541985,2019-09-02 23:19:36,0.0
339.0,0.16186523,-0.015136719,0.034057617000000005,42.946564,-26.70229,7.9160304,2019-09-02 23:19:36,0.0
340.0,0.15997314,-0.008361816,0.021972656,36.458015,18.267176,1.221374,2019-09-02 23:19:36,0.0
