measurement,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Time(hh:mm:ss),Label
443.0,-0.15374756,-0.0015869141,0.0015869141,-32.251907,-58.61832,25.312977,2019-09-07 13:36:17,20.0
444.0,-0.14093018,-0.0021972656,0.0008544922000000001,-9.465649,-53.419846,29.709923,2019-09-07 13:36:17,20.0
445.0,-0.13439941,0.0038452148,0.0016479492000000002,1.8625953999999998,-45.687022999999996,35.51145,2019-09-07 13:36:17,20.0
446.0,-0.12359619,0.00048828125,0.0012817383,7.793893300000001,-39.450382,42.396946,2019-09-07 13:36:17,20.0
447.0,-0.11621094,0.007629394499999999,0.0013427734,2.5267177000000003,-33.809162,44.84733,2019-09-07 13:36:17,20.0
448.0,-0.12145996,0.013671875,0.009399414,-15.259541500000001,-31.32061,40.801525,2019-09-07 13:36:17,20.0
449.0,-0.12463379,0.0041503906,0.015563965,-48.91603,-27.374046000000003,28.984734000000003,2019-09-07 13:36:17,20.0
450.0,-0.109375,-0.005432129,0.012207031,-67.32825,-19.717558,9.725191,2019-09-07 13:36:17,20.0
451.0,-0.11151123,-0.007751465,0.0078125,-63.50382,-14.145039,-8.633588,2019-09-07 13:36:17,20.0
452.0,-0.11791992,-0.0095825195,0.0051879883,-37.610687,-4.4885497,-26.458015000000003,2019-09-07 13:36:17,20.0
453.0,-0.11651611,-0.013793945,0.004333496,1.3282443000000002,0.8396947,-35.458015,2019-09-07 13:36:17,20.0
454.0,-0.09967041,-0.009155273,0.019042969,40.587788,-0.21374045,-35.48855,2019-09-07 13:36:17,20.0
455.0,-0.09246826,-0.001159668,0.018127441,75.10687,12.229008,-32.14504,2019-09-07 13:36:17,20.0
456.0,-0.09796142599999999,0.010070800999999999,0.013000488000000001,84.23664000000001,39.541985,-30.503816999999998,2019-09-07 13:36:17,20.0
457.0,-0.11859131,0.028015137000000002,0.03137207,68.31298000000001,39.687022999999996,-31.732824,2019-09-07 13:36:17,20.0
458.0,-0.13018799,0.0390625,0.035339355,12.717557000000001,50.15267,-40.564884,2019-09-07 13:36:17,20.0
459.0,-0.1296997,0.03125,0.03845215,-25.42748,61.16794,-42.992367,2019-09-07 13:36:17,20.0
460.0,-0.1307373,0.035461426000000004,0.04345703,-42.374046,63.69465600000001,-40.06107,2019-09-07 13:36:17,20.0
461.0,-0.13409424,0.012512207,0.048461914,-46.53435,59.900764,-25.923664000000002,2019-09-07 13:36:17,20.0
462.0,-0.12738037,0.014770508,0.05291748,-10.305344,42.48855,-11.160305000000001,2019-09-07 13:36:17,20.0
463.0,-0.11785889,0.016174316,0.0423584,9.770992,27.274809,1.3587786,2019-09-07 13:36:17,20.0
464.0,-0.11529541,0.015991211,0.046020507999999995,21.244274,18.297710000000002,5.946564700000001,2019-09-07 13:36:17,20.0
