measurement,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Time(hh:mm:ss),Label
193.0,-0.13110352,0.045898438,0.010620117,93.23664000000001,-22.679389999999998,32.23664,2019-09-07 14:35:30,13.0
194.0,-0.1281128,0.0546875,0.017211914,104.66412,-30.740458,24.183207,2019-09-07 14:35:30,13.0
195.0,-0.11859131,0.054992676,0.021728516,87.35114,-32.778625,12.870229,2019-09-07 14:35:30,13.0
196.0,-0.12200928,0.046142578,0.03186035,58.244274,-25.076335999999998,-1.038168,2019-09-07 14:35:30,13.0
197.0,-0.12225342,0.036254882999999995,0.023376465,15.801526999999998,-9.946565,-10.007633,2019-09-07 14:35:30,13.0
198.0,-0.13128662,0.019470215,0.031799316,-15.931297,2.7175572,-11.587786999999999,2019-09-07 14:35:30,13.0
199.0,-0.12628174,0.04901123,0.016357422,-31.442749,8.244275,-8.381680000000001,2019-09-07 14:35:30,13.0
200.0,-0.12298584,0.04156494,0.012817383,-46.656490000000005,7.7862597000000004,2.2366412,2019-09-07 14:35:30,13.0
201.0,-0.1352539,0.027526855,0.0072021483999999995,-40.793890000000005,4.2824425999999995,15.091603,2019-09-07 14:35:30,13.0
202.0,-0.13482666,0.03894043,0.0154418945,-31.778625,-6.2137402999999996,31.282442,2019-09-07 14:35:30,13.0
203.0,-0.12322998,0.050476074,0.012023926,-23.610687,-13.946565,44.46565,2019-09-07 14:35:30,13.0
204.0,-0.14038086,0.02532959,0.018676758,-16.366413,-16.007633,55.664124,2019-09-07 14:35:30,13.0
205.0,-0.13031006,0.04168701,0.019592285,-18.580153,-20.221375,64.39695,2019-09-07 14:35:30,13.0
206.0,-0.12139892599999999,0.051635742000000005,0.0211792,-30.900763,-20.755726,65.42748,2019-09-07 14:35:30,13.0
207.0,-0.13757324,0.038146973,0.020080566,-42.068703,-18.793894,62.46565,2019-09-07 14:35:30,13.0
208.0,-0.1451416,0.031555176000000004,0.024108887000000002,-35.335876,-18.335878,59.12214,2019-09-07 14:35:30,13.0
209.0,-0.14178467,0.029663086,0.020812988,-33.06107,-15.442748000000002,50.9771,2019-09-07 14:35:30,13.0
210.0,-0.13806152,0.02758789,0.02331543,-23.221375,-12.770992,42.908398,2019-09-07 14:35:30,13.0
211.0,-0.11383057,0.045532227,0.025695799999999998,-14.488548999999999,-9.961832000000001,33.87786,2019-09-07 14:35:30,13.0
212.0,-0.1295166,0.052124023,0.022216797000000003,-10.267176,-5.8015265,21.099237,2019-09-07 14:35:30,13.0
213.0,-0.13104248,0.02923584,0.027893066,-10.877863,-0.35877863,9.007633,2019-09-07 14:35:30,13.0
