measurement,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Label
125,0.022399902,-0.03845215,0.09057617,-134.94656,-0.28244275,8.206107,4
126,-0.016906738,-0.0848999,0.11126709,-120,5.0534353,-1.740458,4
127,0.009765625,-0.07434082,0.0925293,-91.56489,6.5725193,-18.557251,4
128,0.008239746,-0.058898926,0.107910156,-55.70229,21.068703,-40.374046,4
129,0.04699707,-0.04333496,0.114990234,-19.183207,3.1526718,-26.374046,4
130,0.028137207,-0.053955078,0.107421875,5.2900763,-9.473283,-0.64122134,4
131,0.02142334,-0.07543945,0.09899902,4.29771,-8.061069,21.76336,4
132,0.01751709,-0.061645508,0.10443115,-2.648855,-14.282443,15.671756,4
133,0.014892578,-0.07885742,0.09838867,22.832062,-9.954199,17.717558,4
134,0.009460449,-0.06506348,0.109436035,47.23664,-3.961832,-6.2137403,4
135,0.011413574,-0.06921387,0.10229492,65.33588,-6.4732823,2.6183207,4
136,0.017944336,-0.045776367,0.11010742,49.862595,-6.4885497,-2.0992367,4
137,0.015991211,-0.04168701,0.10650635,21.648855,-3.1908398,10.19084,4
138,0.020874023,-0.043762207,0.099853516,7.8396945,1.3969465,15.847328,4
139,0.009277344,-0.057434082,0.10687256,9.38168,-2.2671757,11.725191,4
140,0.008178711,-0.04888916,0.10601807,8.893129,-1.5648855,2.312977,4
141,0.00982666,-0.051879883,0.107666016,4.4656487,-7.7099237,-4.19084,4
142,0.0020141602,-0.052490234,0.1105957,4.1603055,-1.480916,-8.59542,4
143,0.020324707,-0.042236328,0.10644531,2.4351146,-6.2061067,-8.106871,4
144,0.026672363,-0.03100586,0.10821533,-16.091602,-13.824428,-4.0305343,4
145,0.019348145,-0.057922363,0.10949707,-18.19084,-5.221374,6.0610685,4
146,0.010925293,-0.051574707,0.109680176,-16.351145,-5.8702292,7.7251906,4
147,0.01159668,-0.056030273,0.10620117,-8.0992365,-0.9389313,4.480916,4
148,0.012939453,-0.0602417,0.10119629,0.870229,-5.4580154,-3.7709923,4
149,0.014770508,-0.052612305,0.10510254,7.3893127,-2.648855,-7.0152674,4
150,0.014282227,-0.054504395,0.10827637,11.916031,2.870229,0.35877863,4
151,0.012756348,-0.051879883,0.103271484,9.473283,5.625954,9.465649,4
152,0.0115356445,-0.036865234,0.1138916,-7.2290077,4.3816795,7.671756,4
153,0.027954102,-0.054504395,0.10772705,-18.10687,0.007633588,23.854961,4
154,0.011657715,-0.06109619,0.10522461,-10.015267,0.21374045,10.343512,4
155,0.005859375,-0.057617188,0.107055664,-0.5038168,-10.244275,-2.832061,4
156,0.0030517578,-0.06402588,0.111572266,1.0534351,-7.70229,-2.076336,4
157,0.008728027,-0.05859375,0.107177734,21.122137,-8.465649,-16.503817,4
158,0.015380859,-0.034851074,0.11590576,10.984733,-6.740458,-14.427481,4
159,0.008972168,-0.038391113,0.12487793,-18.290077,-3.572519,-0.6946565,4
160,0.013244629,-0.05206299,0.10925293,-31.335878,-4.9465647,5.5343513,4
161,0.007507324,-0.05505371,0.10949707,-37.221375,-7.0076337,5.931298,4
162,0.01586914,-0.06866455,0.09887695,-23.122137,-9.633588,3.335878,4
163,0.014099121,-0.06036377,0.10675049,-14.21374,-9.572519,3.29771,4
164,0.018920898,-0.055908203,0.105651855,-1.610687,-2.2824428,5.80916,4
165,0.014221191,-0.060424805,0.10839844,-0.97709924,3.2519083,12.198473,4
166,0.009765625,-0.06970215,0.113342285,4.5343513,1.8625954,10.305344,4
167,0.0040893555,-0.047973633,0.103393555,6.2748094,-3.3587787,-5.9541984,4
