measurement,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Label
181,-0.11138916,-0.039611816,-0.028259277,2.3664122,1.870229,-5.3511453,10
182,-0.113098145,-0.038757324,-0.022705078,-1.3816794,0.64122134,-6.6412215,10
183,-0.1126709,-0.034851074,-0.0211792,2.3282442,0.60305345,-3.6946564,10
184,-0.111816406,-0.039733887,-0.032714844,8.389313,1.6183206,-3.3664122,10
185,-0.11248779,-0.044555664,-0.028625488,9.374045,3.9160306,-1.3206106,10
186,-0.11206055,-0.04168701,-0.022155762,9.877863,2.5419848,-2.6412213,10
187,-0.11706543,-0.047607422,-0.024414062,2.9160306,1.5343511,-2.5267177,10
188,-0.11035156,-0.043762207,-0.024169922,-3.3740458,1.3664122,-2.0076337,10
189,-0.11242676,-0.043762207,-0.026794434,-4.519084,1.2824427,-4.114504,10
190,-0.11175537,-0.04168701,-0.022521973,-6.8015265,2.2519083,-2.0229008,10
191,-0.109436035,-0.040893555,-0.024353027,-4,0.022900764,-2.7480917,10
192,-0.11102295,-0.037231445,-0.014526367,0.19847329,2.6030533,-3.8625953,10
193,-0.107055664,-0.040527344,-0.02935791,6.1297708,3.6412213,-4.70229,10
194,-0.11004639,-0.04119873,-0.026672363,6.5419846,1.648855,-5.7328243,10
195,-0.11230469,-0.040222168,-0.016784668,8.38168,-1.1908396,-5.70229,10
196,-0.11602783,-0.038635254,-0.026123047,12.267176,-0.045801528,-6.145038,10
197,-0.11669922,-0.043518066,-0.020751953,13.526717,1.6870229,-7.5038166,10
198,-0.11828613,-0.039367676,-0.017150879,11.328244,1.8396946,-6.412214,10
199,-0.115600586,-0.04156494,-0.023864746,8.076336,1.9160305,-6.8244276,10
200,-0.114990234,-0.04345703,-0.024658203,-0.053435113,0.9312977,-6.4885497,10
201,-0.11053467,-0.041503906,-0.021850586,-2.4503818,1.1832061,-7.0229006,10
202,-0.11053467,-0.037963867,-0.030883789,-1.7633588,0.32061067,-2.9007633,10
203,-0.10803223,-0.034301758,-0.024475098,-1.221374,1.6030535,-1.9007634,10
204,-0.10498047,-0.04119873,-0.01928711,1.1374046,1.519084,1.2290076,10
205,-0.10803223,-0.038391113,-0.023803711,5.59542,-0.65648854,0.79389316,10
206,-0.11236572,-0.042541504,-0.024353027,6.328244,0.7633588,2.3282442,10
207,-0.11279297,-0.039245605,-0.024475098,5.3587785,1.0992366,2.335878,10
208,-0.11151123,-0.04437256,-0.015380859,5.0992365,0.610687,4.0839696,10
209,-0.110961914,-0.044433594,-0.020019531,1.1374046,-1.8931298,3.3969467,10
210,-0.11340332,-0.044555664,-0.020507812,-4.7938933,-2.4961832,1.0763359,10
211,-0.117492676,-0.0435791,-0.008728027,-5.3587785,-3.8091602,0.6946565,10
212,-0.11956787,-0.0446167,-0.020080566,-3.8854961,-0.90076333,0.099236645,10
213,-0.11578369,-0.040100098,-0.024108887,-3.2748091,1.8091604,-2.5877862,10
214,-0.11236572,-0.039978027,-0.024780273,-0.8549618,1.4961832,-4.1221375,10
215,-0.106933594,-0.042297363,-0.02331543,3.2442749,1.4885496,-4.5648856,10
216,-0.10772705,-0.0413208,-0.01953125,7.0305343,1.9007634,-4.0839696,10
217,-0.10839844,-0.043273926,-0.02178955,7.7099237,2.961832,-6.076336,10
218,-0.11053467,-0.041870117,-0.019714355,7.3053436,-0.3740458,-4.923664,10
219,-0.11816406,-0.04248047,-0.020324707,5.5648856,-1.1832061,-5.145038,10
220,-0.11987305,-0.044311523,-0.022460938,1.3358779,-0.8549618,-5.038168,10
221,-0.11291504,-0.041015625,-0.0037231445,-6.10687,1.6641221,-3.442748,10
222,-0.12042236,-0.04437256,-0.020385742,-13.427481,-0.45801526,-5.412214,10
223,-0.1126709,-0.04034424,-0.021118164,-17.625954,0.36641222,-5.2442746,10
224,-0.11303711,-0.038269043,-0.022644043,-18.259542,2.0458016,-7.625954,10
225,-0.115112305,-0.037109375,-0.014892578,-14.129771,0.5038168,-7.7251906,10
226,-0.11303711,-0.035705566,-0.020996094,-7.2290077,-1.1603054,-8.412213,10
227,-0.11151123,-0.03338623,-0.021911621,2.9694657,1.6412214,-5.2061067,10
228,-0.116760254,-0.036010742,-0.024108887,11.916031,0.99236643,-4.854962,10
229,-0.11639404,-0.03869629,-0.01739502,16.412214,1.0229008,-2,10
230,-0.11383057,-0.04034424,-0.02319336,16.48855,2.259542,-0.9465649,10
231,-0.11029053,-0.04333496,-0.01940918,11.2595415,1.9770992,1.7633588,10
232,-0.11425781,-0.04168701,-0.015991211,1.038168,2.2519083,1.167939,10
233,-0.10803223,-0.042541504,-0.019165039,-5.0076337,1.70229,1.2900764,10
234,-0.11553955,-0.040161133,-0.023132324,-7.816794,0.9847328,0.55725193,10
235,-0.111572266,-0.03918457,-0.032958984,-3.5267177,1.4122137,0.8854962,10
236,-0.11230469,-0.0423584,-0.032104492,3.7862597,2.206107,0.54198474,10
237,-0.115600586,-0.04534912,-0.019958496,4.70229,0.5496183,0.77099234,10
238,-0.11303711,-0.039367676,-0.03173828,2.778626,0.36641222,0.48091602,10
239,-0.11279297,-0.03857422,-0.028198242,5.7251906,2.1450381,-0.5496183,10
240,-0.115234375,-0.04309082,-0.028503418,4.9465647,1.8473282,-1.7938931,10
241,-0.115478516,-0.044433594,-0.029418945,1.389313,1.5572519,-2.6412213,10
242,-0.112854004,-0.042541504,-0.021484375,0.4274809,0.60305345,-2.1068702,10
243,-0.107910156,-0.042785645,-0.014770508,-0.053435113,-0.34351146,-3.1145039,10
244,-0.113220215,-0.044067383,-0.02130127,-2.5877862,-1.7175573,-2.816794,10
245,-0.10900879,-0.039794922,-0.025146484,-3.1450381,-1.6793894,-2.1984732,10
246,-0.10803223,-0.041748047,-0.028808594,-4.4656487,-1.1145039,-3.8931298,10
247,-0.115478516,-0.043823242,-0.022583008,-5.0992365,-0.32061067,-4.6412215,10
248,-0.117126465,-0.04248047,-0.025756836,-5.8778625,-0.19847329,-5.1755724,10
249,-0.1116333,-0.037719727,-0.01739502,-2.1145039,0.17557251,-4.7099237,10
250,-0.111572266,-0.035583496,-0.02508545,2.8244274,1.7862595,-4.7862597,10
251,-0.11669922,-0.03527832,-0.021484375,3.0839694,2.335878,-4.70229,10
252,-0.111450195,-0.03967285,-0.026733398,0.71755725,2.8244274,-5.9160304,10
253,-0.11303711,-0.04248047,-0.014953613,-2.312977,1.1374046,-3.6717558,10
254,-0.11340332,-0.04095459,-0.0079956055,-4.4885497,-0.16030534,-3.1603053,10
255,-0.11218262,-0.043701172,-0.015686035,-5.1755724,-0.79389316,-2.9160306,10
256,-0.11260986,-0.039611816,-0.023803711,-6.1679387,0.46564886,-2.4198472,10
257,-0.113342285,-0.040222168,-0.025268555,-6.2748094,0.48854962,-3.1984732,10
258,-0.11315918,-0.036193848,-0.015991211,-5.664122,0.38931298,-4.0839696,10
259,-0.11175537,-0.037841797,-0.029052734,-4.854962,0.45038167,-4.5725193,10
260,-0.11376953,-0.039367676,-0.021484375,-0.8167939,1.4351145,-6.0610685,10
261,-0.113342285,-0.038024902,-0.022583008,4.335878,0.64122134,-3.8091602,10
262,-0.10797119,-0.039001465,-0.018615723,7.114504,0.4274809,-3.7557251,10
263,-0.11401367,-0.044006348,-0.024475098,5.2824426,1.70229,-3.480916,10
264,-0.11303711,-0.039245605,-0.015258789,3.2366412,1.3740458,-1.6030535,10
265,-0.11352539,-0.040222168,-0.021850586,5.0305343,1.129771,-1.9007634,10
266,-0.113220215,-0.043945312,-0.022888184,0.4351145,2.091603,-1.6564885,10
267,-0.11187744,-0.040222168,-0.023132324,-3.3587787,1.9312977,-0.73282444,10
268,-0.11254883,-0.044677734,-0.026000977,-0.9160305,2.0229008,-1.9160305,10
269,-0.11212158,-0.043029785,-0.023986816,-0.29007635,1.2061069,-0.129771,10
270,-0.11517334,-0.039978027,-0.024597168,-0.89312977,1.2900764,-1.778626,10
271,-0.1105957,-0.041137695,-0.012878418,-0.8244275,1.9541985,-2.4580152,10
272,-0.112854004,-0.044006348,-0.021850586,-0.007633588,1.6717557,-2.9541984,10
273,-0.11352539,-0.039916992,-0.024169922,-0.03816794,1.259542,-4.328244,10
274,-0.11462402,-0.04083252,-0.020690918,-0.9160305,2.2671757,-3.9694657,10
275,-0.10998535,-0.038635254,-0.01739502,-1.4198474,1.6183206,-3.7328243,10
276,-0.11279297,-0.03845215,-0.024536133,-0.16030534,1.5038168,-3.5648854,10
277,-0.109191895,-0.039489746,-0.008972168,0.48091602,1.4961832,-3.2137403,10
278,-0.11218262,-0.038635254,-0.016906738,2.3664122,3.389313,-4.4885497,10
279,-0.10949707,-0.04058838,-0.018554688,2.7175572,3.534351,-4.5038166,10
280,-0.11425781,-0.042114258,-0.022827148,0.9236641,3.9694657,-3.4122138,10
281,-0.116882324,-0.038757324,-0.023498535,-0.33587787,2.4961832,-2.9541984,10
282,-0.11206055,-0.040222168,-0.024291992,-1.1984733,1.091603,-3.4198472,10
283,-0.11206055,-0.04034424,-0.021057129,0.89312977,1.3129771,-1.2824427,10
284,-0.11340332,-0.039489746,-0.026123047,2.427481,2.572519,-2.167939,10
285,-0.11529541,-0.042236328,-0.020996094,0.89312977,2.0076337,-1.9541985,10
286,-0.11071777,-0.04156494,0.023498535,-3.572519,0.9312977,-3.1221373,10
287,-0.10961914,-0.04248047,-0.024414062,-0.9236641,1.4961832,-4.0152674,10
288,-0.11633301,-0.040222168,-0.01965332,1.2748091,0.740458,-2.9770992,10
289,-0.109069824,-0.04248047,-0.021728516,1.6412214,0.9465649,-1.648855,10
290,-0.105285645,-0.036315918,-0.02166748,-0.90839696,0.9312977,-3.3969467,10
291,-0.11663818,-0.04168701,-0.024719238,-0.870229,0.23664123,-3.167939,10
292,-0.11431885,-0.03881836,-0.021606445,-3.3053436,-0.90839696,-2.129771,10
293,-0.115600586,-0.038879395,-0.028259277,-3.038168,-0.08396947,-3.2900763,10
294,-0.112976074,-0.040039062,-0.025634766,0.19847329,0.4274809,-0.9389313,10
295,-0.112976074,-0.039611816,-0.032958984,0.73282444,0.32824427,-2.740458,10
296,-0.11279297,-0.04284668,-0.020996094,-0.35114503,0.4351145,-2.4122138,10
297,-0.11743164,-0.0413208,-0.011657715,-1.8244275,1.0152671,-3.335878,10
298,-0.10626221,-0.038024902,-0.024353027,-4.4961834,0.099236645,-3.442748,10
299,-0.112854004,-0.035583496,-0.019226074,-0.24427481,-1.0229008,-2.3435113,10
300,-0.10461426,-0.03692627,-0.03491211,3,1.9312977,-3.351145,10
301,-0.11218262,-0.03741455,-0.023925781,2.5648854,1.5114504,-2.70229,10
302,-0.109558105,-0.03930664,-0.024475098,3.8854961,1.9236641,-3.740458,10
303,-0.110961914,-0.03869629,-0.0078125,5.29771,0.8549618,-2.1374047,10
304,-0.11315918,-0.043273926,-0.009643555,1.9236641,1.2824427,-0.5954198,10
305,-0.113342285,-0.04449463,-0.03137207,-0.740458,0.8167939,-1.5114504,10
306,-0.11199951,-0.040527344,-0.029785156,-2.6946564,0.9236641,-3.9007633,10
307,-0.10992432,-0.039245605,-0.02545166,-1.4351145,1.1374046,-2.7328243,10
308,-0.11328125,-0.041931152,-0.0289917,-0.4274809,0.34351146,-2.8778627,10
309,-0.11236572,-0.04272461,-0.026916504,-0.54198474,0.015267176,-1.5725191,10
310,-0.111694336,-0.04083252,-0.029785156,-3.664122,0.7099237,-5.5343513,10
311,-0.10510254,-0.039367676,-0.020141602,-3.9389312,-0.22137405,-5.816794,10
312,-0.11029053,-0.036987305,-0.02758789,-2.610687,0.259542,-4.4503818,10
313,-0.109436035,-0.038757324,-0.023498535,-0.8549618,0.9465649,-6.145038,10
314,-0.109069824,-0.03765869,-0.0289917,3.1755726,1.038168,-4.0076337,10
315,-0.11053467,-0.03527832,-0.025268555,3.70229,1.870229,-3.6412213,10
316,-0.1104126,-0.037963867,-0.026184082,2.5801528,1.9541985,-4.5648856,10
317,-0.113098145,-0.042663574,-0.018859863,-0.8396947,1.5419847,-6.0916033,10
318,-0.113342285,-0.04498291,-0.028320312,-1.389313,1.9847329,-2.961832,10
319,-0.111450195,-0.040405273,-0.028808594,-0.3053435,2.2824428,-3.335878,10
320,-0.11199951,-0.041503906,-0.025878906,0.40458015,2.557252,-1.167939,10
321,-0.108947754,-0.038391113,-0.022644043,-2.0076337,3.40458,-2.5114503,10
322,-0.11102295,-0.03942871,-0.008483887,-5.0916033,1.5954199,-2.4580152,10
323,-0.119262695,-0.03717041,-0.02355957,-4.0076337,0.1908397,-3.5801528,10
