measurement,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z
19264.0,0.079956055,-0.22039795,0.1361084,-0.90076333,1.3206106,-5.2137403,771.0,-27500.0,0.0
19265.0,0.07556152,-0.22064209,0.13482666,-0.19847329,-0.60305345,-3.4961832,771.0,-27500.0,0.0
19266.0,0.072021484,-0.21728516,0.13800049,1.0076336,0.6946565,-4.40458,771.0,-27500.0,0.0
19267.0,0.08190918,-0.22161865,0.1340332,1.8015267,1.038168,-4.412214,771.0,-27500.0,0.0
19268.0,0.066101074,-0.22473145,0.13043213,0.7557252,0.7557252,-4.3587785,771.0,-27500.0,0.0
19269.0,0.0703125,-0.2208252,0.13195801,1.0534351,1.1984733,-3.8625953,771.0,-27500.0,0.0
19270.0,0.07385254,-0.21661377,0.13330078,0.84732825,1.6183206,-5.412214,771.0,-27500.0,0.0
19271.0,0.07269287,-0.22076416,0.13293457,-1.221374,2.1755726,-3.3053436,771.0,-27500.0,0.0
19272.0,0.0657959,-0.21502686,0.13116455,-1.0687023,0.3053435,-2.1221373,771.0,-27500.0,0.0
19273.0,0.07720947,-0.21356201,0.12878418,0.4427481,-0.03816794,-3.442748,771.0,-27500.0,0.0
19274.0,0.06500244,-0.21472168,0.12750244,0.65648854,0.32824427,-4.778626,771.0,-27500.0,0.0
19275.0,0.07757568,-0.21502686,0.13012695,1.091603,0.83206105,-2.3053436,771.0,-27500.0,0.0
19276.0,0.06829834,-0.2210083,0.13458252,0.21374045,1.2671756,-5.9007635,771.0,-27500.0,0.0
19277.0,0.07165527,-0.21881104,0.13098145,1.8931298,1.129771,-3.2748091,771.0,-27500.0,0.0
19278.0,0.074401855,-0.21868896,0.12365723,0.46564886,1.5343511,-3.6412213,771.0,-27500.0,0.0
19279.0,0.07312012,-0.21508789,0.13708496,-0.39694658,0.6183206,-2.2519083,771.0,-27500.0,0.0
19280.0,0.07348633,-0.21466064,0.13952637,0.0,2.2900763,-5.9389315,771.0,-27500.0,0.0
19281.0,0.07232666,-0.21661377,0.13568115,-0.26717559,1.9160305,-4.5114503,771.0,-27500.0,0.0
19282.0,0.07092285,-0.22589111,0.13568115,1.6717557,0.36641222,-3.3587787,771.0,-27500.0,0.0
19283.0,0.080566406,-0.2189331,0.1303711,1.4885496,0.16793893,-2.7633588,771.0,-27500.0,0.0
19284.0,0.07092285,-0.22741699,0.12200928,0.53435117,1.4351145,-5.0152674,771.0,-27500.0,0.0
19285.0,0.07171631,-0.21575928,0.13256836,0.28244275,1.038168,-3.442748,771.0,-27500.0,0.0
19286.0,0.072265625,-0.22271729,0.12963867,1.2824427,1.3664122,-2.5419848,771.0,-27500.0,0.0
19287.0,0.07745361,-0.21887207,0.13000488,-0.6870229,1.3969465,-4.1984735,771.0,-27500.0,0.0
19288.0,0.07550049,-0.22174072,0.13647461,1.9389313,-1.4045801,-5.6488547,771.0,-27500.0,0.0
19289.0,0.08709717,-0.22009277,0.12896729,0.53435117,1.7480916,-7.412214,771.0,-27500.0,0.0
19290.0,0.070495605,-0.2185669,0.13305664,0.03816794,1.2824427,-5.374046,771.0,-27500.0,0.0
19291.0,0.07373047,-0.2164917,0.13452148,1.091603,0.022900764,-3.053435,771.0,-27500.0,0.0
19292.0,0.07348633,-0.21990967,0.13494873,2.0,1.5114504,-5.7175574,771.0,-27500.0,0.0
19293.0,0.06982422,-0.21600342,0.12841797,-0.061068702,0.8854962,-4.8244276,771.0,-27500.0,0.0
19294.0,0.06890869,-0.22338867,0.12658691,0.4427481,0.6259542,-4.068702,771.0,-27500.0,0.0
19295.0,0.066101074,-0.2232666,0.1361084,1.1984733,0.6259542,-5.114504,771.0,-27500.0,0.0
19296.0,0.064941406,-0.22143555,0.1260376,1.9312977,0.10687023,-3.8396947,771.0,-27500.0,0.0
19297.0,0.0680542,-0.21783447,0.12799072,-2.0076337,2.40458,-5.0305343,771.0,-27500.0,0.0
19298.0,0.072021484,-0.21582031,0.12597656,3.1526718,1.3206106,-6.1755724,771.0,-27500.0,0.0
19299.0,0.0670166,-0.21868896,0.12628174,0.57251906,2.6946564,-3.2748091,771.0,-27243.0,0.0
19300.0,0.07659912,-0.2232666,0.122680664,-0.9847328,2.3740458,-4.7862597,771.0,-27243.0,0.0
19301.0,0.07543945,-0.21881104,0.1305542,1.0992366,1.6183206,-5.931298,771.0,-27243.0,0.0
19302.0,0.07128906,-0.22009277,0.12646484,1.2519084,1.0,-5.335878,771.0,-27243.0,0.0
19303.0,0.06738281,-0.2197876,0.13006592,0.46564886,0.53435117,-4.9007635,771.0,-27243.0,0.0
19304.0,0.07702637,-0.2177124,0.12866211,-0.19847329,1.6335878,-3.0992367,771.0,-27243.0,0.0
19305.0,0.071777344,-0.2241211,0.12762451,1.1450381,2.1984732,-5.7175574,771.0,-27243.0,0.0
19306.0,0.07147217,-0.21832275,0.12554932,0.48854962,3.2290077,-4.4961834,771.0,-27243.0,0.0
19307.0,0.07159424,-0.21881104,0.1338501,-1.2824427,3.5496182,-4.1221375,771.0,-27243.0,0.0
19308.0,0.07293701,-0.22314453,0.12884521,0.20610687,-0.7251908,-3.4732823,771.0,-27243.0,0.0
19309.0,0.07366943,-0.22143555,0.12426758,-0.79389316,-0.5954198,-4.9541984,771.0,-27243.0,0.0
19310.0,0.067993164,-0.21234131,0.12554932,1.3129771,-0.8549618,-4.5801525,771.0,-27243.0,0.0
19311.0,0.07562256,-0.22027588,0.12927246,0.54198474,1.4198474,-5.2442746,771.0,-27243.0,0.0
19312.0,0.0725708,-0.21508789,0.12713623,-0.099236645,0.610687,-5.335878,771.0,-27243.0,0.0
19313.0,0.070617676,-0.22247314,0.12579346,0.2519084,0.6870229,-5.5496182,771.0,-27243.0,0.0
19314.0,0.06939697,-0.21801758,0.13024902,1.5038168,1.0152671,-6.10687,771.0,-27243.0,0.0
19315.0,0.07128906,-0.21789551,0.1296997,2.2671757,-0.129771,-4.5038166,771.0,-27243.0,0.0
19316.0,0.070373535,-0.22027588,0.13311768,-1.038168,1.5038168,-5.9923663,771.0,-27243.0,0.0
19317.0,0.07702637,-0.222229,0.13555908,0.8091603,2.129771,-4.412214,771.0,-27243.0,0.0
19318.0,0.08270264,-0.2163086,0.088012695,-0.5954198,2.6564887,-0.8854962,771.0,-27243.0,0.0
19319.0,0.07678223,-0.2244873,0.13012695,0.0,0.8091603,-5.7328243,771.0,-27243.0,0.0
19320.0,0.06829834,-0.21801758,0.12719727,-0.45801526,1.1068702,-6.40458,771.0,-27243.0,0.0
19321.0,0.07055664,-0.21655273,0.14001465,-0.3053435,-0.259542,-6.5725193,771.0,-27243.0,0.0
19322.0,0.07788086,-0.22064209,0.1348877,-0.58778626,0.7557252,-4.557252,771.0,-27243.0,0.0
19323.0,0.07623291,-0.22076416,0.13494873,-0.65648854,0.16793893,-5.4198475,771.0,-27243.0,0.0
19324.0,0.07336426,-0.21508789,0.13604736,-0.2977099,0.8854962,-4.3587785,771.0,-27243.0,0.0
19325.0,0.074279785,-0.2265625,0.13208008,1.4045801,-0.21374045,-3.8549619,771.0,-27243.0,0.0
19326.0,0.07208252,-0.2189331,0.13647461,-0.4427481,1.0992366,-5.9083967,771.0,-27243.0,0.0
19327.0,0.068603516,-0.21929932,0.13800049,0.5038168,1.0,-5.1603055,771.0,-27243.0,0.0
19328.0,0.06842041,-0.22698975,0.13665771,1.8015267,0.41221374,-4.3129773,771.0,-27243.0,0.0
19329.0,0.06689453,-0.22094727,0.13226318,0.129771,1.8015267,-4.40458,771.0,-27243.0,0.0
19330.0,0.07879639,-0.22491455,0.13519287,0.21374045,1.2671756,-3.946565,771.0,-27243.0,0.0
19331.0,0.06561279,-0.21520996,0.12994385,1.4045801,0.122137405,-4.6183205,771.0,-27243.0,0.0
19332.0,0.07537842,-0.22540283,0.12915039,0.27480915,0.22137405,-4.114504,771.0,-27243.0,0.0
19333.0,0.07885742,-0.22406006,0.12780762,0.39694658,2.6335878,-4.3129773,771.0,-27243.0,0.0
19334.0,0.07910156,-0.21844482,0.13043213,0.9389313,-0.648855,-4.8702292,771.0,-27243.0,0.0
19335.0,0.06719971,-0.2189331,0.13128662,-0.19847329,0.1908397,-5.4961834,771.0,-27243.0,0.0
19336.0,0.076049805,-0.21948242,0.13397217,-0.6259542,1.5725191,-2.40458,771.0,-26986.0,0.0
19337.0,0.071777344,-0.2177124,0.1328125,0.610687,2.3282442,-5.847328,771.0,-26986.0,0.0
19338.0,0.07366943,-0.22387695,0.12670898,-0.061068702,1.908397,-3.6183207,771.0,-26986.0,0.0
19339.0,0.076293945,-0.2164917,0.12915039,-0.129771,0.49618322,-6.961832,771.0,-26986.0,0.0
19340.0,0.06842041,-0.22198486,0.13275146,-1.2900764,0.045801528,-5.1221375,771.0,-26986.0,0.0
19341.0,0.08123779,-0.21594238,0.13470459,1.519084,1.3816794,-4.114504,771.0,-26986.0,0.0
19342.0,0.074401855,-0.21923828,0.13476562,2.0839694,-0.08396947,-6.1603055,771.0,-26986.0,0.0
19343.0,0.08477783,-0.22320557,0.12677002,0.061068702,0.6793893,-4.2061067,771.0,-26986.0,0.0
19344.0,0.06677246,-0.21582031,0.13574219,0.46564886,-0.41221374,-3.40458,771.0,-26986.0,0.0
19345.0,0.079711914,-0.21850586,0.14019775,1.7175573,0.2977099,-4.8244276,771.0,-26986.0,0.0
19346.0,0.07092285,-0.21478271,0.12359619,0.27480915,1.7099236,-5.740458,771.0,-26986.0,0.0
19347.0,0.07965088,-0.21582031,0.13012695,0.4351145,1.2137405,-4.847328,771.0,-26986.0,0.0
19348.0,0.07098389,-0.2199707,0.13293457,0.97709924,2.2290077,-5.0229006,771.0,-26986.0,0.0
19349.0,0.075683594,-0.22290039,0.12738037,1.0076336,1.5343511,-3.7099237,771.0,-26986.0,0.0
19350.0,0.076538086,-0.22259521,0.13195801,-0.007633588,2.0076337,-3.9847329,771.0,-26986.0,0.0
19351.0,0.073913574,-0.2210083,0.12402344,2.427481,1.5954199,-6.0305343,771.0,-26986.0,0.0
19352.0,0.076049805,-0.21990967,0.1305542,1.9160305,1.6870229,-3.3282442,771.0,-26986.0,0.0
19353.0,0.068725586,-0.22052002,0.12982178,-1.0610687,1.6564885,-2.9770992,771.0,-26986.0,0.0
19354.0,0.06793213,-0.22393799,0.12762451,-0.3816794,1.4198474,-4.2748094,771.0,-26986.0,0.0
19355.0,0.07366943,-0.21746826,0.13122559,1.0839695,0.39694658,-3.6259542,771.0,-26986.0,0.0
19356.0,0.07904053,-0.21868896,0.12133789,1.4580153,-0.15267175,-3.687023,771.0,-26986.0,0.0
19357.0,0.07244873,-0.21759033,0.12359619,0.5038168,-0.54198474,-3.389313,771.0,-26986.0,0.0
19358.0,0.07611084,-0.21636963,0.12573242,-1.0534351,1.740458,-4.9847326,771.0,-26986.0,0.0
19359.0,0.08258057,-0.2175293,0.13000488,0.48091602,1.6870229,-4.0152674,771.0,-26986.0,0.0
19360.0,0.07269287,-0.21868896,0.13555908,0.13740458,-0.3129771,-3.076336,771.0,-26986.0,0.0
19361.0,0.07318115,-0.2199707,0.12414551,-0.007633588,1.29771,-5.8320613,771.0,-26986.0,0.0
19362.0,0.0657959,-0.21844482,0.13049316,0.007633588,1.6030535,-4.70229,771.0,-26986.0,0.0
19363.0,0.07116699,-0.21417236,0.1303711,-1.8167939,1.778626,-4.4503818,771.0,-26986.0,0.0
19364.0,0.07684326,-0.22192383,0.13183594,0.3053435,0.60305345,-4.5267177,771.0,-26986.0,0.0
19365.0,0.07757568,-0.22302246,0.13397217,0.21374045,0.6793893,-4.0076337,771.0,-26986.0,0.0
19366.0,0.07824707,-0.22015381,0.13085938,-0.1908397,2.427481,-0.7633588,771.0,-26986.0,0.0
19367.0,0.06842041,-0.21569824,0.12615967,0.9847328,3.1145039,-5.0839696,771.0,-26986.0,0.0
19368.0,0.0736084,-0.22149658,0.123413086,-0.47328246,1.9007634,-5.1374044,771.0,-26986.0,0.0
19369.0,0.06793213,-0.22174072,0.12689209,1.610687,-0.03816794,-7.0,771.0,-26986.0,0.0
19370.0,0.066711426,-0.22381592,0.13909912,-0.07633588,0.41984734,-5.6412215,771.0,-26986.0,0.0
19371.0,0.07183838,-0.21539307,0.13409424,1.6259542,-1.480916,-2.5114503,771.0,-26986.0,0.0
19372.0,0.06903076,-0.21917725,0.128479,1.2290076,0.77099234,-3.9541984,771.0,-26986.0,0.0
19373.0,0.07550049,-0.21508789,0.12567139,-0.6335878,4.0534353,-1.9465649,771.0,-26986.0,0.0
19374.0,0.07098389,-0.22375488,0.12799072,0.21374045,1.870229,-2.0687022,771.0,-26729.0,0.0
19375.0,0.07879639,-0.22460938,0.12530518,0.26717559,-1.091603,-5.3129773,771.0,-26729.0,0.0
19376.0,0.068237305,-0.21539307,0.12573242,-0.22137405,-0.4274809,-3.6946564,771.0,-26729.0,0.0
19377.0,0.07623291,-0.21105957,0.13647461,0.4274809,0.96183205,-5.6946564,771.0,-26729.0,0.0
19378.0,0.066711426,-0.22320557,0.13238525,-0.053435113,0.26717559,-4.633588,771.0,-26729.0,0.0
19379.0,0.07385254,-0.21838379,0.13702393,-0.22900763,0.870229,-4.9083967,771.0,-26729.0,0.0
19380.0,0.07385254,-0.22424316,0.12310791,-1.0229008,1.7862595,-4.6030536,771.0,-26729.0,0.0
19381.0,0.07556152,-0.22027588,0.12420654,3.0076337,1.2061069,-6.2137403,771.0,-26729.0,0.0
19382.0,0.068359375,-0.21990967,0.1329956,-1.389313,1.0458015,-4.1297708,771.0,-26729.0,0.0
19383.0,0.08300781,-0.21496582,0.08691406,-0.6259542,3.4198472,-0.07633588,771.0,-26729.0,0.0
19384.0,0.06652832,-0.2164917,0.13598633,0.45801526,-0.41984734,-2.793893,771.0,-26729.0,0.0
19385.0,0.06652832,-0.22479248,0.1361084,0.2977099,1.0687023,-5.0076337,771.0,-26729.0,0.0
19386.0,0.064331055,-0.22076416,0.13647461,0.099236645,0.64122134,-2.648855,771.0,-26729.0,0.0
19387.0,0.06890869,-0.22015381,0.1338501,1.5877863,-0.099236645,-4.5648856,771.0,-26729.0,0.0
19388.0,0.077819824,-0.22015381,0.12915039,0.73282444,1.1374046,-3.7633588,771.0,-26729.0,0.0
19389.0,0.058776855,-0.21905518,0.13482666,-0.8549618,3.0458016,-3.4961832,771.0,-26729.0,0.0
19390.0,0.07702637,-0.21789551,0.13305664,-0.41221374,1.1526718,-4.0458016,771.0,-26729.0,0.0
19391.0,0.0703125,-0.21783447,0.13067627,-0.28244275,-0.29007635,-6.0305343,771.0,-26729.0,0.0
19392.0,0.0770874,-0.2185669,0.13800049,-0.3740458,2.40458,-5.0839696,771.0,-26729.0,0.0
19393.0,0.07366943,-0.21392822,0.13232422,-0.57251906,1.778626,-6.6564884,771.0,-26729.0,0.0
19394.0,0.07067871,-0.21887207,0.13739014,1.4045801,1.5038168,-5.40458,771.0,-26729.0,0.0
19395.0,0.06726074,-0.21990967,0.12902832,-1.7633588,1.1526718,-1.9160305,771.0,-26729.0,0.0
19396.0,0.06750488,-0.21661377,0.12939453,-0.27480915,0.3740458,-3.053435,771.0,-26729.0,0.0
19397.0,0.08288574,-0.21575928,0.1329956,-0.3053435,-0.10687023,-4.8015265,771.0,-26729.0,0.0
19398.0,0.064331055,-0.21881104,0.13439941,-0.32061067,1.8244275,-4.671756,771.0,-26729.0,0.0
19399.0,0.07122803,-0.21606445,0.13433838,0.16030534,0.90076333,-4.221374,771.0,-26729.0,0.0
19400.0,0.06744385,-0.2218628,0.13128662,-0.10687023,1.2519084,-2.0076337,771.0,-26729.0,0.0
19401.0,0.081970215,-0.21472168,0.12805176,-1.0076336,2.0229008,-2.0992367,771.0,-26729.0,0.0
19402.0,0.06506348,-0.21661377,0.13964844,-1.4274809,1.2824427,-3.167939,771.0,-26729.0,0.0
19403.0,0.06933594,-0.21948242,0.12762451,0.38931298,-0.18320611,-3.870229,771.0,-26729.0,0.0
19404.0,0.07086182,-0.21173096,0.13195801,0.78625953,-0.4274809,-3.8473282,771.0,-26729.0,0.0
19405.0,0.05987549,-0.22027588,0.13659668,1.519084,0.7099237,-2.9007633,771.0,-26729.0,0.0
19406.0,0.07159424,-0.21710205,0.12658691,-0.54198474,-0.6335878,-7.4961834,771.0,-26729.0,0.0
19407.0,0.07611084,-0.21875,0.13067627,-0.06870229,2.7557251,-4.587786,771.0,-26729.0,0.0
19408.0,0.061950684,-0.21411133,0.1296997,0.27480915,-0.17557251,-4.2900763,771.0,-26729.0,0.0
19409.0,0.070007324,-0.22015381,0.1272583,-1.0687023,0.17557251,-2.9923663,771.0,-26729.0,0.0
19410.0,0.078308105,-0.2177124,0.118896484,0.099236645,1.3435115,-5.7175574,771.0,-26729.0,0.0
19411.0,0.067993164,-0.21838379,0.12390137,-0.57251906,3.1526718,-4.8015265,771.0,-26472.0,0.0
19412.0,0.07165527,-0.21881104,0.13647461,0.6183206,2.091603,-4.7251906,771.0,-26472.0,0.0
19413.0,0.07354736,-0.21697998,0.12908936,-0.96183205,-0.35114503,-4.2748094,771.0,-26472.0,0.0
19414.0,0.067871094,-0.21942139,0.13806152,-0.5801527,0.23664123,-4.7938933,771.0,-26472.0,0.0
19415.0,0.068115234,-0.22241211,0.13549805,0.99236643,0.54198474,-3.908397,771.0,-26472.0,0.0
19416.0,0.06903076,-0.22332764,0.12451172,1.9007634,1.129771,-3.6259542,771.0,-26472.0,0.0
19417.0,0.07763672,-0.21795654,0.12908936,0.36641222,1.9694656,-5.1603055,771.0,-26472.0,0.0
19418.0,0.0703125,-0.21472168,0.12841797,0.96183205,0.45801526,-7.3587785,771.0,-26472.0,0.0
19419.0,0.07867432,-0.21514893,0.12237549,0.36641222,1.7633588,-1.221374,771.0,-26472.0,0.0
19420.0,0.071777344,-0.22094727,0.13116455,1.5419847,1.2290076,-3.8931298,771.0,-26472.0,0.0
19421.0,0.074157715,-0.21722412,0.12640381,0.9847328,0.5801527,-3.2671757,771.0,-26472.0,0.0
19422.0,0.07269287,-0.22607422,0.13110352,2.3435113,2.167939,-2.8625953,771.0,-26472.0,0.0
19423.0,0.070007324,-0.22265625,0.12945557,2.0076337,1.3587786,-5.8702292,771.0,-26472.0,0.0
19424.0,0.07550049,-0.22052002,0.1305542,-1.8549619,-0.4274809,-4.7633586,771.0,-26472.0,0.0
19425.0,0.06781006,-0.21783447,0.12963867,-1.3358779,1.6030535,-3.8244274,771.0,-26472.0,0.0
19426.0,0.07598877,-0.21783447,0.12347412,1.7480916,1.3740458,-3.259542,771.0,-26472.0,0.0
19427.0,0.07006836,-0.22155762,0.13256836,-1.3587786,-0.17557251,-3.5648854,771.0,-26472.0,0.0
19428.0,0.07342529,-0.22406006,0.13293457,-0.045801528,2.9312978,-1.8931298,771.0,-26472.0,0.0
19429.0,0.076049805,-0.21520996,0.1251831,2.3587787,0.610687,-3.259542,771.0,-26472.0,0.0
19430.0,0.07122803,-0.21264648,0.1315918,0.045801528,1.2442749,-4.6030536,771.0,-26472.0,0.0
19431.0,0.07940674,-0.222229,0.11871338,-0.49618322,1.3053435,-3.9770992,771.0,-26472.0,0.0
19432.0,0.07678223,-0.21887207,0.12805176,0.8167939,0.65648854,-3.3740458,771.0,-26472.0,0.0
19433.0,0.080322266,-0.22235107,0.1260376,-0.5114504,1.6412214,-4.633588,771.0,-26472.0,0.0
19434.0,0.07354736,-0.2175293,0.12640381,1.1221374,2.1908398,-5.076336,771.0,-26472.0,0.0
19435.0,0.07562256,-0.21966553,0.122924805,0.4351145,0.091603056,-2.70229,771.0,-26472.0,0.0
19436.0,0.06939697,-0.21972656,0.12402344,-0.8091603,1.740458,-4.0,771.0,-26472.0,0.0
19437.0,0.0703125,-0.21691895,0.13562012,0.96183205,0.122137405,-5.961832,771.0,-26472.0,0.0
19438.0,0.07409668,-0.21673584,0.13366699,0.007633588,1.4274809,-7.0229006,771.0,-26472.0,0.0
19439.0,0.07763672,-0.21362305,0.10638428,-2.1145039,2.091603,-0.67175573,771.0,-26472.0,0.0
19440.0,0.077819824,-0.22546387,0.12738037,0.27480915,1.8244275,-5.89313,771.0,-26472.0,0.0
19441.0,0.07458496,-0.2177124,0.13250732,0.7099237,0.5038168,-5.5419846,771.0,-26472.0,0.0
19442.0,0.06933594,-0.21264648,0.13085938,0.9389313,1.29771,-2.8015268,771.0,-26472.0,0.0
19443.0,0.07312012,-0.21911621,0.13134766,0.8244275,1.167939,-4.1984735,771.0,-26472.0,0.0
19444.0,0.068115234,-0.22479248,0.13494873,1.1374046,2.9389312,-6.412214,771.0,-26472.0,0.0
19445.0,0.070007324,-0.2189331,0.13513184,1.480916,0.97709924,-2.7557251,771.0,-26472.0,0.0
19446.0,0.070007324,-0.21520996,0.13757324,0.45038167,-0.022900764,-4.4503818,771.0,-26472.0,0.0
19447.0,0.069885254,-0.22003174,0.13336182,0.0,1.9389313,-4.183206,771.0,-26472.0,0.0
19448.0,0.08288574,-0.21685791,0.0826416,-1.5114504,6.3206105,0.35114503,771.0,-26215.0,0.0
19449.0,0.074523926,-0.2211914,0.13220215,-0.84732825,1.5954199,-4.335878,771.0,-26215.0,0.0
19450.0,0.077819824,-0.22039795,0.13366699,1.0152671,-0.90076333,-3.7328243,771.0,-26215.0,0.0
19451.0,0.06970215,-0.21569824,0.13452148,2.5114503,1.7328244,-5.1603055,771.0,-26215.0,0.0
19452.0,0.07891846,-0.21942139,0.13531494,1.5877863,1.8625954,-4.6488547,771.0,-26215.0,0.0
19453.0,0.0715332,-0.21575928,0.13250732,0.053435113,1.70229,-3.816794,771.0,-26215.0,0.0
19454.0,0.08148193,-0.21520996,0.13128662,0.5038168,1.5267175,-3.8549619,771.0,-26215.0,0.0
19455.0,0.06604004,-0.22192383,0.13482666,0.39694658,-0.71755725,-3.442748,771.0,-26215.0,0.0
19456.0,0.06903076,-0.21673584,0.13482666,0.47328246,-0.22900763,-5.6564884,771.0,-26215.0,0.0
19457.0,0.07208252,-0.21972656,0.13470459,-0.061068702,1.0305344,-5.7938933,771.0,-26215.0,0.0
19458.0,0.073791504,-0.22485352,0.13531494,-0.061068702,2.2671757,-3.0152671,771.0,-26215.0,0.0
19459.0,0.06768799,-0.21887207,0.12799072,-0.2519084,0.22137405,-4.740458,771.0,-26215.0,0.0
19460.0,0.07739258,-0.21710205,0.14050293,0.8015267,2.1984732,-4.3435116,771.0,-26215.0,0.0
19461.0,0.07293701,-0.22271729,0.13439941,0.86259544,-0.29007635,-3.1145039,771.0,-26215.0,0.0
19462.0,0.0690918,-0.2185669,0.13330078,0.2519084,-0.32824427,-5.6106873,771.0,-26215.0,0.0
19463.0,0.071899414,-0.22064209,0.12561035,1.1221374,1.351145,-7.068702,771.0,-26215.0,0.0
19464.0,0.06951904,-0.22283936,0.13116455,0.32061067,0.030534351,-5.19084,771.0,-26215.0,0.0
19465.0,0.06982422,-0.22088623,0.13348389,3.0229008,-0.099236645,-5.4351144,771.0,-26215.0,0.0
19466.0,0.07739258,-0.21533203,0.12158203,-2.2519083,1.5572519,-4.0458016,771.0,-26215.0,0.0
19467.0,0.07287598,-0.22283936,0.1303711,1.1145039,0.259542,-3.7709923,771.0,-26215.0,0.0
19468.0,0.068603516,-0.21917725,0.13043213,1.832061,1.8091604,-5.9007635,771.0,-26215.0,0.0
19469.0,0.07519531,-0.21966553,0.12915039,1.351145,-0.67175573,-6.6183205,771.0,-26215.0,0.0
19470.0,0.076293945,-0.2185669,0.12438965,1.1984733,1.908397,-3.7175572,771.0,-26215.0,0.0
19471.0,0.07727051,-0.21862793,0.12432861,0.26717559,0.030534351,-4.9770994,771.0,-26215.0,0.0
19472.0,0.07122803,-0.22241211,0.12719727,1.4885496,0.8167939,-3.2290077,771.0,-26215.0,0.0
19473.0,0.0680542,-0.21984863,0.13244629,0.38931298,0.6335878,-3.870229,771.0,-26215.0,0.0
19474.0,0.06866455,-0.2208252,0.12963867,1.167939,0.259542,-5.80916,771.0,-26215.0,0.0
19475.0,0.074279785,-0.215271,0.12683105,0.9541985,-0.03816794,-6.7328243,771.0,-26215.0,0.0
19476.0,0.07727051,-0.21289062,0.12896729,0.6183206,1.351145,-5.1679387,771.0,-26215.0,0.0
19477.0,0.07366943,-0.22174072,0.13006592,0.99236643,2.0839694,-4.2290077,771.0,-26215.0,0.0
19478.0,0.072021484,-0.21264648,0.13128662,-0.54198474,1.5725191,-5.0458016,771.0,-26215.0,0.0
19479.0,0.06359863,-0.2197876,0.13470459,1.3129771,-0.8244275,-6.038168,771.0,-26215.0,0.0
19480.0,0.06964111,-0.21966553,0.13769531,-0.08396947,0.610687,-2.816794,771.0,-26215.0,0.0
19481.0,0.07293701,-0.21697998,0.13500977,0.4351145,-0.33587787,-5.2366414,771.0,-26215.0,0.0
19482.0,0.07702637,-0.21618652,0.1274414,0.7557252,0.40458015,-4.816794,771.0,-26215.0,0.0
19483.0,0.07434082,-0.21844482,0.1295166,0.45038167,-0.030534351,-3.832061,771.0,-26215.0,0.0
19484.0,0.07501221,-0.21777344,0.124572754,0.38931298,0.35114503,-3.6793892,771.0,-26215.0,0.0
19485.0,0.07720947,-0.22277832,0.12243652,0.648855,0.045801528,-5.221374,771.0,-25958.0,0.0
19486.0,0.072509766,-0.22113037,0.13946533,-0.091603056,2.167939,-4.8244276,771.0,-25958.0,0.0
19487.0,0.08001709,-0.22167969,0.124816895,2.3816793,0.519084,-4.2519083,771.0,-25958.0,0.0
19488.0,0.06842041,-0.21832275,0.13183594,-0.78625953,2.1526718,-4.671756,771.0,-25958.0,0.0
19489.0,0.07366943,-0.21490479,0.119628906,-0.6335878,1.1374046,-3.70229,771.0,-25958.0,0.0
19490.0,0.076049805,-0.21972656,0.13165283,0.5496183,-0.32824427,-4.7557254,771.0,-25958.0,0.0
19491.0,0.07751465,-0.21435547,0.12689209,-0.32061067,1.0,-4.0534353,771.0,-25958.0,0.0
19492.0,0.07678223,-0.22332764,0.1237793,0.73282444,0.6259542,-5.885496,771.0,-25958.0,0.0
19493.0,0.06939697,-0.22241211,0.1315918,0.57251906,1.6564885,-5.480916,771.0,-25958.0,0.0
19494.0,0.0769043,-0.22088623,0.12219238,0.18320611,0.22137405,-3.0687022,771.0,-25958.0,0.0
19495.0,0.07409668,-0.2220459,0.13092041,2.2900763,0.45801526,-3.9847329,771.0,-25958.0,0.0
19496.0,0.08099365,-0.22167969,0.1274414,0.20610687,2.3816793,-4.0916033,771.0,-25958.0,0.0
19497.0,0.07434082,-0.22027588,0.12860107,0.19847329,-0.14503817,-3.1755726,771.0,-25958.0,0.0
19498.0,0.07574463,-0.22009277,0.13012695,0.67175573,1.3969465,-2.076336,771.0,-25958.0,0.0
19499.0,0.076660156,-0.21508789,0.12384033,-0.38931298,0.86259544,-3.4885497,771.0,-25958.0,0.0
19500.0,0.07006836,-0.21569824,0.13555908,0.78625953,1.2290076,-4.89313,771.0,-25958.0,0.0
19501.0,0.07611084,-0.2211914,0.13232422,0.27480915,-0.5801527,-4.625954,771.0,-25958.0,0.0
19502.0,0.07067871,-0.21899414,0.1328125,0.78625953,1.5114504,-4.2748094,771.0,-25958.0,0.0
19503.0,0.07330322,-0.21783447,0.13549805,0.061068702,0.0,-1.9160305,771.0,-25958.0,0.0
19504.0,0.06365967,-0.22406006,0.13201904,0.86259544,2.3969467,-3.7709923,771.0,-25958.0,0.0
19505.0,0.0713501,-0.21691895,0.13330078,1.8015267,0.2519084,-4.480916,771.0,-25958.0,0.0
19506.0,0.067993164,-0.2131958,0.13653564,2.4351146,-0.10687023,-4.9541984,771.0,-25958.0,0.0
19507.0,0.074035645,-0.21704102,0.13513184,-0.3740458,1.9923664,-4.7328243,771.0,-25958.0,0.0
