measurement,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z,Mag_X,Mag_Y,Mag_Z
6733.0,0.08721924,-0.012634277,0.0357666,23.74809,8.984733,17.923664,514.0,16448.0,0.0
6734.0,0.08087158,-0.01977539,0.03692627,4.4732823,9.198473,-21.847328,514.0,16448.0,0.0
6735.0,0.09173584,-0.009216309,0.015197754,-26.770992,4.259542,-59.10687,514.0,16448.0,0.0
6736.0,0.11785889,-0.014892578,0.024230957,-60.564884,-0.99236643,-110.824425,514.0,16448.0,0.0
6737.0,0.12719727,-0.018005371,0.02130127,-71.145035,-5.6793895,-152.45801,514.0,16448.0,0.0
6738.0,0.1482544,-0.024169922,0.022277832,-70.091606,-14.862596,-196.28244,514.0,16448.0,0.0
6739.0,0.14923096,-0.042053223,0.029052734,-52.0,-19.435114,-221.92366,514.0,16448.0,0.0
6740.0,0.13391113,-0.04119873,0.036315918,-10.687023,-29.412214,-238.9313,514.0,16448.0,0.0
6741.0,0.12841797,-0.037719727,0.038208008,19.030535,-39.412212,-222.58015,514.0,16448.0,0.0
6742.0,0.1340332,-0.031677246,0.027770996,26.526718,-47.52672,-194.03053,514.0,16448.0,0.0
6743.0,0.14892578,-0.016540527,0.00970459,17.847328,-31.42748,-148.16794,514.0,16448.0,0.0
6744.0,0.15374756,-0.006713867,0.0075683594,-13.549619,-17.76336,-99.67939,514.0,16448.0,0.0
6745.0,0.17419434,-0.0048828125,0.0107421875,-50.419846,-9.709924,-54.328243,514.0,16448.0,0.0
6746.0,0.17626953,-0.012817383,0.018371582,-79.58778,-1.8091604,-23.12977,514.0,16448.0,0.0
6747.0,0.15875244,-0.02331543,0.023071289,-100.740456,-7.114504,-10.78626,514.0,16448.0,0.0
6748.0,0.1394043,-0.036743164,0.02758789,-105.770996,-17.167938,-18.312977,514.0,16448.0,0.0
6749.0,0.113464355,-0.042541504,0.029724121,-87.137405,-27.541985,-34.885498,514.0,16448.0,0.0
6750.0,0.09692383,-0.041015625,0.026977539,-46.961834,-29.351145,-54.801525,514.0,16448.0,0.0
6751.0,0.090148926,-0.043395996,0.027770996,-2.4503818,-33.809162,-54.38168,514.0,16448.0,0.0
6752.0,0.08782959,-0.041259766,0.028625488,36.412212,-34.549618,-62.61832,514.0,16448.0,0.0
6753.0,0.09124756,-0.03753662,0.038085938,61.961834,-33.931297,-74.20611,514.0,16448.0,0.0
6754.0,0.10369873,-0.03967285,0.0446167,71.03053,-32.20611,-80.10687,514.0,16448.0,0.0
6755.0,0.114868164,-0.034362793,0.04949951,70.03053,-27.198473,-86.1145,514.0,16448.0,0.0
6756.0,0.1260376,-0.033569336,0.05102539,70.137405,-19.099237,-79.70992,514.0,16448.0,0.0
6757.0,0.13775635,-0.03466797,0.05230713,53.694656,-11.717557,-65.40458,514.0,16448.0,0.0
6758.0,0.14379883,-0.028747559,0.049865723,38.045803,2.1068702,-53.908398,514.0,16448.0,0.0
6759.0,0.14807129,-0.022949219,0.045837402,21.198473,18.770992,-21.404581,514.0,16448.0,0.0
6760.0,0.16845703,-0.024719238,0.03753662,8.442748,35.664124,7.19084,514.0,16448.0,0.0
6761.0,0.16809082,-0.026611328,0.037597656,0.35114503,49.480915,43.25954,514.0,16448.0,0.0
6762.0,0.17626953,-0.024047852,0.032287598,-12.305344,66.503815,67.32825,514.0,16448.0,0.0
6763.0,0.15759277,-0.025756836,0.026306152,-17.954199,77.32825,102.19847,514.0,16448.0,0.0
6764.0,0.12664795,-0.024841309,0.02319336,-26.641222,80.15267,130.69466,514.0,16448.0,0.0
6765.0,0.11810303,-0.01965332,0.0146484375,-33.580154,68.9313,155.76335,514.0,16705.0,0.0
6766.0,0.140625,-0.022277832,0.012145996,-28.221375,59.61832,169.2519,514.0,16705.0,0.0
6767.0,0.15356445,-0.030273438,0.0063476562,-3.7328243,54.84733,172.22137,514.0,16705.0,0.0
6768.0,0.16699219,-0.030700684,0.0013427734,31.38168,54.610687,165.62596,514.0,16705.0,0.0
6769.0,0.17462158,-0.023132324,-0.0043945312,51.51145,51.20611,152.83206,514.0,16705.0,0.0
6770.0,0.16778564,-0.01171875,5.493164E-4,39.16794,44.198475,145.0229,514.0,16705.0,0.0
6771.0,0.15942383,-0.00982666,0.003540039,15.076336,26.946566,142.6565,514.0,16705.0,0.0
6772.0,0.1515503,-0.00970459,0.0079956055,-12.824428,9.175572,144.74046,514.0,16705.0,0.0
6773.0,0.13085938,-0.013305664,0.013977051,-36.14504,-5.412214,148.83206,514.0,16705.0,0.0
6774.0,0.110961914,-0.023925781,0.013549805,-39.89313,-14.480916,146.84734,514.0,16705.0,0.0
6775.0,0.094055176,-0.026306152,0.021911621,-15.465649,-24.961832,146.43512,514.0,16705.0,0.0
6776.0,0.09277344,-0.024536133,0.025756836,18.38168,-28.465649,140.44275,514.0,16705.0,0.0
6777.0,0.08935547,-0.018981934,0.02911377,45.015266,-22.954199,131.70229,514.0,16705.0,0.0
6778.0,0.084472656,-0.015014648,0.034423828,56.610687,-14.5801525,118.0229,514.0,16705.0,0.0
6779.0,0.074401855,-0.011352539,0.03857422,52.038166,-5.6106873,93.221375,514.0,16705.0,0.0
6780.0,0.06829834,-0.011657715,0.045043945,45.61832,-3.206107,55.23664,514.0,16705.0,0.0
6781.0,0.07775879,-0.010437012,0.050109863,31.343512,-2.1984732,10.633588,514.0,16705.0,0.0
6782.0,0.07751465,-0.011230469,0.058288574,16.29771,-0.1908397,-42.816795,514.0,16705.0,0.0
6783.0,0.08843994,-0.0032958984,0.04437256,-18.91603,6.19084,-90.39695,514.0,16705.0,0.0
6784.0,0.11114502,-0.002319336,0.039367676,-63.51145,5.7862597,-144.48091,514.0,16705.0,0.0
6785.0,0.12731934,-0.011169434,0.029663086,-96.31298,11.885496,-195.81679,514.0,16705.0,0.0
6786.0,0.15942383,-0.020263672,0.032470703,-109.458015,3.3587787,-246.80916,514.0,16705.0,0.0
6787.0,0.17156982,-0.03540039,0.040222168,-112.03053,7.854962,-250.1374,514.0,16705.0,0.0
6788.0,0.16314697,-0.035827637,0.02508545,-116.42748,18.503817,-250.1374,514.0,16705.0,0.0
6789.0,0.15484619,-0.029296875,0.020202637,-150.22137,18.274809,-250.1374,514.0,16705.0,0.0
6790.0,0.16760254,-0.05041504,0.014160156,-140.49619,25.87023,-245.72519,514.0,16705.0,0.0
6791.0,0.16394043,-0.0793457,0.009277344,-85.64886,25.625954,-172.69466,514.0,16705.0,0.0
6792.0,0.14251709,-0.009094238,0.0014038086,-33.587788,24.656488,-78.908394,514.0,16705.0,0.0
6793.0,0.1508789,-0.0075683594,0.01159668,-46.351147,1.1450381,-10.625955,514.0,16705.0,0.0
6794.0,0.17541504,-0.0079956055,-9.765625E-4,-82.541985,5.80916,29.534351,514.0,16705.0,0.0
6795.0,0.17193604,-0.02734375,8.544922E-4,-123.137405,12.587787,43.633587,514.0,16705.0,0.0
6796.0,0.13238525,-0.053466797,0.004333496,-136.55725,15.244275,15.671756,514.0,16705.0,0.0
6797.0,0.10205078,-0.053344727,0.014831543,-109.62595,14.320611,-15.717557,514.0,16705.0,0.0
6798.0,0.07763672,-0.040771484,0.018066406,-65.83206,13.480916,-48.251907,514.0,16705.0,0.0
6799.0,0.072509766,-0.029663086,0.014831543,-42.267174,9.679389,-54.85496,514.0,16705.0,0.0
6800.0,0.0803833,-0.03741455,0.0012207031,-37.34351,7.2442746,-81.229004,514.0,16705.0,0.0
6801.0,0.09442139,-0.049316406,0.01751709,-15.664123,6.5648856,-103.061066,514.0,16705.0,0.0
6802.0,0.11102295,-0.054260254,0.01977539,26.610687,3.961832,-119.98473,514.0,16962.0,0.0
6803.0,0.13104248,-0.05883789,0.02331543,66.75572,-2.389313,-128.72519,514.0,16962.0,0.0
6804.0,0.13476562,-0.06036377,0.026062012,96.0,-8.824428,-121.61069,514.0,16962.0,0.0
6805.0,0.14056396,-0.062927246,0.032165527,115.01527,-14.801527,-95.69466,514.0,16962.0,0.0
6806.0,0.14611816,-0.05126953,0.031921387,124.71756,-23.76336,-54.25954,514.0,16962.0,0.0
6807.0,0.16711426,-0.028503418,0.024597168,110.8855,-28.755726,-6.3511453,514.0,16962.0,0.0
6808.0,0.16339111,-0.018188477,0.026306152,76.061066,-3.572519,53.67939,514.0,16962.0,0.0
6809.0,0.15979004,-0.020751953,0.036499023,39.53435,4.885496,96.740456,514.0,16962.0,0.0
6810.0,0.16259766,-0.024047852,0.03265381,15.442748,18.305344,124.61069,514.0,16962.0,0.0
6811.0,0.14831543,-0.028381348,0.03265381,13.145039,27.992367,149.03053,514.0,16962.0,0.0
6812.0,0.13128662,-0.032470703,0.0345459,15.145039,25.06107,162.69466,514.0,16962.0,0.0
6813.0,0.12475586,-0.026000977,0.023254395,27.06107,18.862595,171.41222,514.0,16962.0,0.0
6814.0,0.13696289,-0.022583008,0.018127441,53.549618,17.458015,166.25954,514.0,16962.0,0.0
6815.0,0.13623047,-0.031188965,0.012390137,89.0229,16.496183,150.63359,514.0,16962.0,0.0
6816.0,0.15710449,-0.032165527,0.008728027,128.72519,24.671755,121.79389,514.0,16962.0,0.0
6817.0,0.16479492,-0.032165527,0.007751465,151.14503,33.374046,89.26717,514.0,16962.0,0.0
6818.0,0.16168213,-0.018615723,0.011352539,149.32062,40.839695,70.580154,514.0,16962.0,0.0
6819.0,0.15783691,-0.014465332,0.0057373047,118.68702,41.801525,64.70229,514.0,16962.0,0.0
6820.0,0.13598633,-0.008728027,0.003479004,70.15267,38.007633,73.29008,514.0,16962.0,0.0
6821.0,0.12249756,-0.0032348633,0.012084961,15.068703,30.244274,93.854965,514.0,16962.0,0.0
6822.0,0.1026001,-0.004638672,0.01184082,-37.572517,20.931297,114.10687,514.0,16962.0,0.0
6823.0,0.09423828,-0.021606445,0.010925293,-59.46565,8.038168,123.53435,514.0,16962.0,0.0
6824.0,0.08465576,-0.02368164,0.013366699,-51.053436,-2.206107,127.23664,514.0,16962.0,0.0
6825.0,0.08996582,-0.030639648,0.013916016,-18.89313,-10.244275,120.53435,514.0,16962.0,0.0
6826.0,0.09057617,-0.027526855,0.016174316,21.145039,-9.854961,106.29008,514.0,16962.0,0.0
6827.0,0.089782715,-0.020507812,0.01940918,34.992367,-11.938931,83.76336,514.0,16962.0,0.0
6828.0,0.08929443,-0.019836426,0.022521973,40.458015,-10.328244,51.129772,514.0,16962.0,0.0
6829.0,0.0947876,-0.018249512,0.030273438,31.908398,-9.083969,10.267176,514.0,16962.0,0.0
6830.0,0.0904541,-0.014343262,0.026855469,14.839695,-9.396947,-25.587786,514.0,16962.0,0.0
6831.0,0.11663818,-0.007873535,0.022094727,-19.664122,-12.2595415,-68.419846,514.0,16962.0,0.0
6832.0,0.12823486,-0.013366699,0.022094727,-58.08397,-16.091602,-117.33588,514.0,16962.0,0.0
6833.0,0.13745117,-0.020263672,0.029052734,-80.862595,-21.480917,-165.64122,514.0,16962.0,0.0
6834.0,0.13366699,-0.031921387,0.033813477,-78.458015,-23.641222,-201.43512,514.0,16962.0,0.0
6835.0,0.12609863,-0.039794922,0.036743164,-57.23664,-31.908398,-222.14503,514.0,16962.0,0.0
6836.0,0.12335205,-0.038269043,0.04510498,-20.282442,-36.87786,-225.41985,514.0,16962.0,0.0
6837.0,0.1303711,-0.037841797,0.032287598,12.847328,-45.51145,-213.98473,514.0,16962.0,0.0
6838.0,0.15246582,-0.03100586,0.01776123,43.458015,-43.0,-193.72519,514.0,16962.0,0.0
6839.0,0.1630249,-0.014770508,0.009094238,45.87786,-18.198473,-152.96184,514.0,17219.0,0.0
6840.0,0.17108154,-0.0010986328,0.011962891,8.328244,-4.6946564,-104.16794,514.0,17219.0,0.0
6841.0,0.1696167,0.0014648438,0.024230957,-57.47328,0.97709924,-54.267174,514.0,17219.0,0.0
6842.0,0.14703369,-0.028564453,0.024047852,-128.64885,-9.091603,-13.549619,514.0,17219.0,0.0
6843.0,0.10107422,-0.045654297,0.017333984,-89.83969,-21.23664,-26.366413,514.0,17219.0,0.0
6844.0,0.091430664,-0.04046631,0.018676758,-39.20611,-19.396946,-30.709923,514.0,17219.0,0.0
6845.0,0.09307861,-0.041381836,0.019470215,1.5114504,-19.022902,-43.0,514.0,17219.0,0.0
6846.0,0.09613037,-0.033813477,0.02935791,26.114504,-16.259542,-54.458015,514.0,17219.0,0.0
6847.0,0.09710693,-0.030761719,0.03137207,26.541985,-16.862595,-54.40458,514.0,17219.0,0.0
6848.0,0.10644531,-0.032226562,0.0390625,25.229008,-18.244274,-60.351147,514.0,17219.0,0.0
6849.0,0.12414551,-0.03717041,0.040649414,28.229008,-18.366413,-71.41222,514.0,17219.0,0.0
6850.0,0.12866211,-0.0435791,0.04650879,43.687023,-17.526718,-74.770996,514.0,17219.0,0.0
6851.0,0.14123535,-0.04864502,0.047851562,70.43511,-14.748092,-66.0229,514.0,17219.0,0.0
6852.0,0.15118408,-0.044189453,0.03765869,78.52672,-7.3511453,-54.007633,514.0,17219.0,0.0
6853.0,0.16497803,-0.029968262,0.03137207,81.26717,5.633588,-29.0,514.0,17219.0,0.0
6854.0,0.16223145,-0.021057129,0.030578613,69.08397,35.572517,19.343512,514.0,17219.0,0.0
6855.0,0.1619873,-0.010681152,0.03125,32.67939,47.17557,56.25954,514.0,17219.0,0.0
6856.0,0.15368652,-0.01373291,0.032470703,-9.389313,59.519085,96.862595,514.0,17219.0,0.0
6857.0,0.13983154,-0.020019531,0.025756836,-30.80916,70.44275,125.56489,514.0,17219.0,0.0
6858.0,0.12042236,-0.023376465,0.020202637,-43.91603,63.08397,151.38931,514.0,17219.0,0.0
6859.0,0.13378906,-0.021850586,0.013061523,-39.923664,52.79389,158.32825,514.0,17219.0,0.0
6860.0,0.14538574,-0.031982422,0.0075683594,-11.297709,50.007633,160.12978,514.0,17219.0,0.0
6861.0,0.16021729,-0.036010742,0.008666992,29.641222,49.603054,145.80916,514.0,17219.0,0.0
6862.0,0.16790771,-0.031799316,-0.0016479492,71.54962,49.9771,123.92367,514.0,17219.0,0.0
6863.0,0.16699219,-0.020019531,-0.010009766,67.51908,49.51145,113.908394,514.0,17219.0,0.0
6864.0,0.15612793,-0.013427734,-3.0517578E-4,48.755726,40.717556,107.24428,514.0,17219.0,0.0
6865.0,0.14575195,-0.011169434,0.002319336,21.992367,26.007633,111.175575,514.0,17219.0,0.0
6866.0,0.124694824,-0.024475098,0.007873535,21.992367,7.923664,114.580154,514.0,17219.0,0.0
6867.0,0.1071167,-0.032409668,0.01159668,51.9771,-4.7099237,117.89313,514.0,17219.0,0.0
6868.0,0.09674072,-0.03338623,0.018615723,87.72519,-15.832061,116.87786,514.0,17219.0,0.0
6869.0,0.10638428,-0.0335083,0.015991211,123.55725,-19.541985,114.73283,514.0,17219.0,0.0
6870.0,0.10748291,-0.016723633,0.016357422,138.39694,-15.671756,112.78626,514.0,17219.0,0.0
6871.0,0.095214844,-0.0126953125,0.024108887,126.48092,-7.6564884,103.503815,514.0,17219.0,0.0
6872.0,0.096069336,-0.005432129,0.012512207,99.56489,-3.664122,97.091606,514.0,17219.0,0.0
6873.0,0.09515381,-0.0057373047,0.035949707,70.24428,-1.8167939,77.175575,514.0,17219.0,0.0
6874.0,0.09967041,-0.005065918,0.044433594,35.290077,-4.2671757,54.50382,514.0,17476.0,0.0
6875.0,0.0970459,3.0517578E-4,0.037963867,-4.2671757,-2.206107,27.351145,514.0,17476.0,0.0
6876.0,0.08306885,0.0073242188,0.03765869,-47.923664,-5.9160304,-6.778626,514.0,17476.0,0.0
6877.0,0.10723877,-0.0012207031,0.034118652,-85.73283,-12.9007635,-54.74046,514.0,17476.0,0.0
6878.0,0.121276855,-0.015075684,0.029724121,-101.72519,-15.305344,-90.32061,514.0,17476.0,0.0
6879.0,0.14147949,-0.018066406,0.024719238,-101.221375,-21.610687,-148.92366,514.0,17476.0,0.0
6880.0,0.1303711,-0.02758789,0.028686523,-91.580154,-24.801527,-181.64885,514.0,17476.0,0.0
6881.0,0.1194458,-0.027954102,0.033996582,-71.96183,-30.671755,-206.73282,514.0,17476.0,0.0
6882.0,0.11254883,-0.02947998,0.037597656,-49.335876,-42.85496,-213.771,514.0,17476.0,0.0
6883.0,0.12414551,-0.024047852,0.032714844,-31.76336,-52.091602,-209.09924,514.0,17476.0,0.0
6884.0,0.15447998,-0.023254395,0.02154541,-15.80916,-46.38168,-199.82443,514.0,17476.0,0.0
6885.0,0.16680908,-0.018005371,0.011108398,-19.282442,-31.587786,-179.85497,514.0,17476.0,0.0
6886.0,0.18231201,-0.009094238,0.011352539,-46.06107,-11.389313,-151.26718,514.0,17476.0,0.0
6887.0,0.18518066,-0.007019043,0.015686035,-102.64886,-3.4503818,-116.137405,514.0,17476.0,0.0
6888.0,0.17352295,-0.014404297,0.014282227,-155.87022,-2.442748,-80.618324,514.0,17476.0,0.0
6889.0,0.14929199,-0.026245117,0.023010254,-192.52672,-11.625955,-54.183205,514.0,17476.0,0.0
6890.0,0.12084961,-0.036254883,0.02319336,-208.12213,-18.267176,-53.839695,514.0,17476.0,0.0
6891.0,0.10333252,-0.04321289,0.0071411133,-186.0687,-20.404581,-41.984734,514.0,17476.0,0.0
6892.0,0.096069336,-0.045532227,0.0017700195,-139.27481,-23.717558,-34.923664,514.0,17476.0,0.0
6893.0,0.09625244,-0.050476074,0.007446289,-76.74809,-21.877863,-39.244274,514.0,17476.0,0.0
6894.0,0.10681152,-0.055786133,0.015258789,-13.664123,-20.900763,-54.038166,514.0,17476.0,0.0
6895.0,0.10748291,-0.056518555,0.025512695,46.045803,-22.480917,-54.34351,514.0,17476.0,0.0
6896.0,0.11303711,-0.053344727,0.036987305,83.05344,-28.977098,-66.60305,514.0,17476.0,0.0
6897.0,0.12792969,-0.05065918,0.04534912,114.0229,-35.87786,-69.824425,514.0,17476.0,0.0
6898.0,0.13677979,-0.04095459,0.051513672,113.73283,-36.160305,-54.49618,514.0,17476.0,0.0
6899.0,0.13555908,-0.030212402,0.05267334,89.72519,-33.190838,-54.23664,514.0,17476.0,0.0
6900.0,0.14337158,-0.0256958,0.042297363,53.885498,-13.198473,-21.80916,514.0,17476.0,0.0
6901.0,0.15795898,-0.016540527,0.038024902,21.335878,6.412214,12.038168,514.0,17476.0,0.0
6902.0,0.13824463,-0.024475098,0.041503906,3.3435113,33.0229,47.770992,514.0,17476.0,0.0
6903.0,0.14624023,-0.0234375,0.03881836,-8.312977,42.21374,71.35878,514.0,17476.0,0.0
6904.0,0.15039062,-0.023498535,0.033325195,-16.442749,54.038166,90.80153,514.0,17476.0,0.0
6905.0,0.15100098,-0.029541016,0.028320312,-20.06107,63.74046,106.23664,514.0,17476.0,0.0
6906.0,0.12512207,-0.030822754,0.02545166,-21.152672,64.0,122.40458,514.0,17476.0,0.0
6907.0,0.13146973,-0.02532959,0.017211914,-17.19084,55.068703,128.78625,514.0,17476.0,0.0
6908.0,0.14593506,-0.032043457,0.009765625,0.3053435,51.603054,129.16031,514.0,17476.0,0.0
6909.0,0.16308594,-0.034057617,0.006713867,34.0229,50.46565,118.16031,514.0,17476.0,0.0
6910.0,0.17114258,-0.030700684,2.4414062E-4,60.53435,54.17557,110.12214,514.0,17476.0,0.0
6911.0,0.1663208,-0.021240234,-0.0071411133,59.015266,51.52672,111.73283,514.0,17733.0,0.0
6912.0,0.16326904,-0.016418457,-0.0056762695,33.709923,42.541985,125.9542,514.0,17733.0,0.0
6913.0,0.1550293,-0.006225586,0.0061035156,1.5877863,25.923664,144.54962,514.0,17733.0,0.0
6914.0,0.13946533,-0.011352539,0.0028076172,-20.38168,6.847328,157.78625,514.0,17733.0,0.0
6915.0,0.12231445,-0.017456055,0.00390625,-29.290077,-9.992367,164.61832,514.0,17733.0,0.0
6916.0,0.10748291,-0.020141602,0.0033569336,-11.633588,-23.687023,162.55725,514.0,17733.0,0.0
6917.0,0.101379395,-0.02746582,0.011230469,20.213741,-32.38168,155.38168,514.0,17733.0,0.0
6918.0,0.09967041,-0.02331543,0.018554688,58.351147,-32.412212,136.81679,514.0,17733.0,0.0
6919.0,0.08892822,-0.021057129,0.017211914,89.061066,-30.671755,121.76336,514.0,17733.0,0.0
6920.0,0.08404541,-0.016967773,0.019897461,94.60305,-23.503817,100.96947,514.0,17733.0,0.0
6921.0,0.08123779,-0.012451172,0.027893066,88.34351,-19.19084,70.29008,514.0,17733.0,0.0
6922.0,0.078063965,-0.012084961,0.03564453,71.43511,-16.152672,29.70229,514.0,17733.0,0.0
6923.0,0.077819824,-0.008544922,0.043395996,53.900764,-17.694656,-8.328244,514.0,17733.0,0.0
6924.0,0.08392334,-0.0037841797,0.037597656,22.900763,-14.946565,-54.885498,514.0,17733.0,0.0
6925.0,0.11798096,-7.324219E-4,0.03527832,-27.091602,-17.351145,-103.618324,514.0,17733.0,0.0
6926.0,0.12658691,-0.010070801,0.028564453,-66.68702,-21.305344,-149.0687,514.0,17733.0,0.0
6927.0,0.15026855,-0.020385742,0.028076172,-75.42748,-26.671755,-195.09924,514.0,17733.0,0.0
6928.0,0.1395874,-0.034606934,0.03668213,-72.74809,-32.51145,-218.9084,514.0,17733.0,0.0
6929.0,0.13397217,-0.038146973,0.041748047,-48.46565,-38.366413,-238.45038,514.0,17733.0,0.0
6930.0,0.12841797,-0.035217285,0.04437256,-16.091602,-49.374046,-236.73282,514.0,17733.0,0.0
6931.0,0.1359253,-0.032714844,0.030578613,0.7480916,-52.137405,-221.9542,514.0,17733.0,0.0
6932.0,0.15655518,-0.01776123,0.018066406,5.4274807,-35.59542,-190.03053,514.0,17733.0,0.0
6933.0,0.15588379,-0.010253906,0.008483887,-11.885496,-13.335877,-144.3435,514.0,17733.0,0.0
6934.0,0.1716919,-0.005126953,0.007446289,-57.67939,-2.1450381,-96.91603,514.0,17733.0,0.0
6935.0,0.17358398,-0.014465332,0.014343262,-102.183205,1.9007634,-53.954197,514.0,17733.0,0.0
6936.0,0.16680908,-0.020812988,0.020080566,-137.8855,-3.0458016,-31.862595,514.0,17733.0,0.0
6937.0,0.14654541,-0.031066895,6.1035156E-5,-165.25954,-10.7404585,-13.610687,514.0,17733.0,0.0
6938.0,0.11639404,-0.038330078,0.020874023,-161.06107,-20.519083,-21.832062,514.0,17733.0,0.0
6939.0,0.09710693,-0.042297363,0.015380859,-129.74046,-25.396946,-22.480917,514.0,17733.0,0.0
6940.0,0.091918945,-0.044799805,0.016601562,-81.98473,-27.885496,-30.25191,514.0,17733.0,0.0
6941.0,0.09411621,-0.04345703,0.015258789,-31.664122,-25.923664,-44.984734,514.0,17733.0,0.0
6942.0,0.09375,-0.044067383,0.018798828,7.6183205,-23.221375,-54.51145,514.0,17733.0,0.0
6943.0,0.10491943,-0.035827637,0.028076172,22.32061,-20.198473,-55.755726,514.0,17733.0,0.0
6944.0,0.11364746,-0.04559326,0.034729004,36.06107,-22.274809,-70.65649,514.0,17733.0,0.0
6945.0,0.124816895,-0.04333496,0.0435791,48.908398,-23.358778,-74.80916,514.0,17733.0,0.0
6946.0,0.1361084,-0.043823242,0.048034668,56.923664,-26.213741,-74.73283,514.0,17733.0,0.0
6947.0,0.14398193,-0.04626465,0.052856445,70.01527,-26.351145,-64.32825,514.0,17733.0,0.0
6948.0,0.15264893,-0.04650879,0.046875,70.16794,-20.053434,-54.15267,514.0,17990.0,0.0
6949.0,0.1720581,-0.03918457,0.03503418,80.770996,3.3587787,-19.23664,514.0,17990.0,0.0
6950.0,0.15423584,-0.02520752,0.03704834,70.54962,24.08397,23.076336,514.0,17990.0,0.0
6951.0,0.17260742,-0.014892578,0.037475586,53.572517,46.007633,58.50382,514.0,17990.0,0.0
6952.0,0.14990234,-0.014282227,0.035339355,17.931297,64.618324,104.74809,514.0,17990.0,0.0
6953.0,0.12854004,-0.014343262,0.026794434,-14.763359,72.33588,138.96947,514.0,17990.0,0.0
6954.0,0.117126465,-0.018432617,0.027648926,-27.015266,65.42748,166.68703,514.0,17990.0,0.0
6955.0,0.13848877,-0.026123047,0.020629883,-16.267176,55.419846,169.0,514.0,17990.0,0.0
6956.0,0.15533447,-0.034362793,0.011230469,17.435114,58.61832,159.00763,514.0,17990.0,0.0
6957.0,0.16546631,-0.039794922,0.007446289,64.01527,64.64886,130.9542,514.0,17990.0,0.0
6958.0,0.17095947,-0.030761719,0.001953125,98.94656,70.19847,99.63359,514.0,17990.0,0.0
6959.0,0.17126465,-0.016479492,0.006164551,91.42748,70.51908,80.37405,514.0,17990.0,0.0
6960.0,0.16125488,-0.010437012,0.0032348633,58.87786,61.374046,77.16794,514.0,17990.0,0.0
6961.0,0.1472168,-0.009155273,0.008544922,7.0916033,48.862595,90.01527,514.0,17990.0,0.0
6962.0,0.12097168,-0.0053710938,0.006286621,-44.305344,31.137405,113.72519,514.0,17990.0,0.0
6963.0,0.09832764,-0.018798828,0.00793457,-64.580154,11.969465,132.39694,514.0,17990.0,0.0
6964.0,0.08538818,-0.028869629,0.011108398,-47.664124,-6.068702,144.48091,514.0,17990.0,0.0
6965.0,0.09399414,-0.029785156,0.01763916,-4.6793895,-16.969465,144.45038,514.0,17990.0,0.0
6966.0,0.099975586,-0.02947998,0.020935059,37.396946,-19.175573,141.64885,514.0,17990.0,0.0
6967.0,0.09362793,-0.02319336,0.020324707,61.16794,-16.335878,129.31297,514.0,17990.0,0.0
6968.0,0.090270996,-0.016540527,0.020996094,66.229004,-10.465649,104.51908,514.0,17990.0,0.0
6969.0,0.08709717,-0.012573242,0.032226562,54.816795,-7.7557254,73.0687,514.0,17990.0,0.0
6970.0,0.083862305,-0.016662598,0.04156494,41.625954,-7.7251906,35.64122,514.0,17990.0,0.0
6971.0,0.07702637,-0.010314941,0.044067383,26.709923,-9.801527,-2.740458,514.0,17990.0,0.0
6972.0,0.08886719,-0.0059814453,0.03778076,-0.610687,-16.740458,-55.908398,514.0,17990.0,0.0
6973.0,0.10699463,-0.005493164,0.03967285,-38.450382,-21.175573,-95.16031,514.0,17990.0,0.0
6974.0,0.12109375,-0.011108398,0.03668213,-67.70229,-26.549618,-141.40459,514.0,17990.0,0.0
6975.0,0.12976074,-0.024780273,0.040100098,-77.69466,-27.80916,-184.8626,514.0,17990.0,0.0
6976.0,0.12835693,-0.02722168,0.0446167,-68.27481,-33.72519,-216.49619,514.0,17990.0,0.0
6977.0,0.13189697,-0.030212402,0.046691895,-55.53435,-38.007633,-239.87787,514.0,17990.0,0.0
6978.0,0.13391113,-0.02960205,0.039855957,-45.366413,-33.114502,-241.37404,514.0,17990.0,0.0
6979.0,0.14703369,-0.028625488,0.031799316,-47.244274,-24.854961,-231.90076,514.0,17990.0,0.0
6980.0,0.16491699,-0.029724121,0.012512207,-46.10687,-6.1297708,-201.05344,514.0,17990.0,0.0
6981.0,0.17156982,-0.020202637,0.0107421875,-55.67939,14.526717,-147.59541,514.0,17990.0,0.0
6982.0,0.16656494,-0.013427734,0.015625,-84.091606,19.12977,-79.94656,514.0,17990.0,0.0
6983.0,0.17016602,-0.012817383,0.014709473,-123.58778,10.870229,-31.412214,514.0,17990.0,0.0
6984.0,0.16455078,-0.0134887695,0.014282227,-165.87787,-0.52671754,5.3816795,514.0,17990.0,0.0
6985.0,0.14611816,-0.031982422,0.0031738281,-182.26718,-6.114504,20.267176,514.0,18247.0,0.0
6986.0,0.11053467,-0.048706055,0.015197754,-160.48856,-13.969465,10.145039,514.0,18247.0,0.0
6987.0,0.08496094,-0.05529785,0.0178833,-108.259544,-13.358779,-7.9160304,514.0,18247.0,0.0
6988.0,0.077697754,-0.046936035,0.019836426,-49.732826,-11.305344,-35.76336,514.0,18247.0,0.0
6989.0,0.0791626,-0.04309082,0.018676758,-6.7862597,-8.114504,-54.61832,514.0,18247.0,0.0
